game_id,home,away,total_home_EPA,total_away_EPA,season,home_win
401282180,Western Kentucky,UT Martin,34.38277808864158,-34.38277808864158,2021,1
401282181,Charlotte,Gardner-Webb,9.399079691459978,-9.399079691459978,2021,1
401282182,Florida International,Texas State,18.166804660159148,-18.166804660159148,2021,0
401282183,Florida Atlantic,Georgia Southern,21.7047858675536,-21.7047858675536,2021,1
401282184,Louisiana Tech,SE Louisiana,1.7007883683871627,-1.7007883683871627,2021,1
401282185,Marshall,North Carolina Central,-1.2368070588716953,1.2368070588716953,2021,1
401282186,Virginia Tech,Middle Tennessee,20.44722579232876,-20.44722579232876,2021,1
401282187,SMU,North Texas,16.214214653865206,-16.214214653865206,2021,1
401282188,Old Dominion,Hampton,28.75713161615478,-28.75713161615478,2021,1
401282189,Rice,Houston,-33.31612903689349,33.31612903689349,2021,0
401282190,Southern Miss,Grambling,32.291345347692754,-32.291345347692754,2021,1
401282191,Boise State,UTEP,-0.03258801915609824,0.03258801915609824,2021,1
401282192,UTSA,Lamar,4.673952733489766,-4.673952733489766,2021,1
401282193,Army,Western Kentucky,-0.21530004868080999,0.21530004868080999,2021,1
401282194,UTSA,Middle Tennessee,30.40861300194253,-30.40861300194253,2021,1
401282195,North Texas,UAB,-29.5653597774854,29.5653597774854,2021,0
401282196,Georgia State,Charlotte,20.936256064853957,-20.936256064853957,2021,1
401282197,Texas Tech,Florida International,39.90496179527123,-39.90496179527123,2021,1
401282198,Florida Atlantic,Fordham,42.391930419445536,-42.391930419445536,2021,1
401282199,Louisiana Tech,SMU,-5.992653861736563,5.992653861736563,2021,0
401282200,Marshall,East Carolina,-8.706562419075219,8.706562419075219,2021,0
401282201,Liberty,Old Dominion,22.604638281164632,-22.604638281164632,2021,1
401282202,Texas,Rice,18.088661054145653,-18.088661054145653,2021,1
401282203,Southern Miss,Troy,-11.509827785408048,11.509827785408048,2021,0
401282204,Charlotte,Middle Tennessee,8.76443637791925,-8.76443637791925,2021,1
401282205,Louisiana Tech,North Texas,3.2962757657708184,-3.2962757657708184,2021,1
401282206,Central Michigan,Florida International,1.7406423172206689,-1.7406423172206689,2021,1
401282207,Air Force,Florida Atlantic,18.728005970945567,-18.728005970945567,2021,1
401282208,App State,Marshall,-1.6263185672959493,1.6263185672959493,2021,1
401282209,Old Dominion,Buffalo,17.292170162942472,-17.292170162942472,2021,0
401282210,Rice,Texas Southern,15.9164155248522,-15.9164155248522,2021,1
401282211,Tulane,UAB,-4.874536437264826,4.874536437264826,2021,0
401282212,UTEP,New Mexico,12.082871779984472,-12.082871779984472,2021,1
401282213,Memphis,UTSA,-2.667340092320761,2.667340092320761,2021,0
401282214,Western Kentucky,Indiana,5.395712423234589,-5.395712423234589,2021,0
401282215,Florida Atlantic,Florida International,34.9003956955348,-34.9003956955348,2021,1
401282216,Middle Tennessee,Marshall,3.6423719333993816,-3.6423719333993816,2021,1
401282217,UTEP,Old Dominion,-0.21785521382273168,0.21785521382273168,2021,1
401282218,Rice,Southern Miss,9.414659782180266,-9.414659782180266,2021,1
